delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,order_vlaue,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,base_zone,employment_type,years_experience,training_score,driver_rating,shift_preference,active_flag,vehicle_type,assigned_zone,commission_date,battery_health_pct,odometer_km,maintenance_status,telematics_version,hub_name,zone,hub_type,capacity_score,has_complaint,complaint_count,has_incident,incident_count
DL00157,O01089,D144,V040,H06,2025-05-18 05:27:00,2025-05-18 08:03:36,OnTime,12.43,2,0,5.0,13.52,C0035,Retail,2025-05-18 04:12:00,2,Riverside,North,Low,7.74,Phone,0,7.74,22,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-07-25 18:50:00,46.7,85.5,App,Active,West,FullTime,6,85.0,3.83,Morning,1,EV,Central,2025-11-23 11:28:00,90.0,133770,Active,v2.0,Airport Hub,Airport,Dispatch,71,0.0,0.0,0.0,0.0
DL00158,O00643,D031,V072,H08,2025-04-10 19:05:00,2025-04-11 00:26:34,Delayed,29.34,3,0,3.8,15.45,C0349,Parcel,2025-04-10 18:51:00,1,Airport,Riverside,Low,181.69,Web,1,181.69,24,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Enterprise,2025-12-18 20:54:00,34.7,43.9,Phone,Active,North,FullTime,10,91.5,4.03,Flexible,1,CargoVan,Airport,2025-02-24 19:07:00,78.1,89109,InRepair,v2.1,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00159,O00213,D120,V020,H05,2024-12-05 20:07:00,2024-12-06 08:13:18,OnTime,11.73,0,0,5.0,21.25,C0512,Parcel,2024-12-05 18:29:00,12,West,Riverside,Low,161.85,Phone,1,161.85,59,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-02-03 19:29:00,38.5,70.2,Web,Active,North,PartTime,3,76.9,3.72,Morning,1,Hybrid,Riverside,2024-10-26 11:25:00,82.3,187051,Scheduled,v2.1,Central Core,Central,Control,88,0.0,0.0,0.0,0.0
DL00160,O00874,D108,V085,H04,2024-06-15 16:06:00,2024-06-15 21:00:31,OnTime,16.67,1,0,5.0,9.13,C0360,Parcel,2024-06-15 14:10:00,6,East,West,High,246.43,Phone,0,246.43,78,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-08-16 19:00:00,47.8,86.7,Phone,Active,South,FullTime,10,70.6,4.33,Morning,1,CargoVan,South,2025-09-30 12:01:00,87.3,145652,Active,v2.1,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00161,O00624,D055,V098,H01,2025-04-13 04:37:00,2025-04-14 05:10:40,OnTime,16.98,0,0,4.28,11.8,C0117,Passenger,2025-04-13 04:21:00,24,West,Ctr,Medium,25.82,Web,0,25.82,32,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-03-27 23:10:00,31.3,77.2,App,Active,Central,FullTime,15,90.5,5.0,Flexible,1,Diesel,West,2025-12-29 15:01:00,69.7,73011,Active,v2.1,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00162,O00854,D122,V071,H02,2024-09-01 04:30:00,2024-09-01 10:10:41,OnTime,25.94,0,0,4.84,11.4,C0343,Parcel,2024-09-01 03:05:00,4,Airport,Airport,Low,90.75,Web,0,90.75,75,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-04-29 18:31:00,58.3,71.3,Web,Active,South,FullTime,2,63.5,4.29,Morning,1,EV,West,2024-05-27 18:12:00,73.8,195310,Scheduled,v1.9,South Link,South,Dispatch,78,0.0,0.0,0.0,0.0
DL00163,O01007,D121,V056,H07,2024-09-24 08:50:00,2024-09-25 09:30:25,Delayed,9.31,0,0,2.51,8.76,C0556,Medical,2024-09-24 07:35:00,12,Riverside,Riverside,Medium,46.92,App,0,46.92,20,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-01-03 10:48:00,48.9,65.5,Web,Dormant,Riverside,Contract,3,75.2,4.97,Morning,1,EV,Central,2024-06-09 16:18:00,78.4,29849,Active,v2.2,Riverside Hub,Riverside,Warehouse,66,0.0,0.0,0.0,0.0
DL00164,O00066,D045,V120,H03,2024-06-21 11:36:00,2024-06-21 14:46:30,OnTime,17.31,0,0,3.9,17.53,C0421,Passenger,2024-06-21 11:22:00,4,South,East,Low,237.58,App,0,237.58,34,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-03-16 15:08:00,59.0,51.4,App,Active,North,FullTime,2,59.6,4.12,Flexible,1,EV,Central,2025-05-02 16:13:00,73.6,192246,Active,v2.0,East Dock,East,Warehouse,74,0.0,0.0,0.0,0.0
DL00165,O00852,D006,V022,H03,2025-07-13 18:06:00,2025-07-14 04:22:13,Delayed,8.64,0,1,4.55,2.5,C0599,Retail,2025-07-13 16:22:00,2,North,Riverside,Medium,126.8,Unknown,1,126.8,40,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-05-04 22:34:00,81.4,44.4,App,Active,Central,FullTime,8,78.8,4.38,Flexible,1,Hybrid,South,2025-01-28 20:20:00,89.6,44499,Scheduled,v2.1,East Dock,East,Warehouse,74,0.0,0.0,0.0,0.0
DL00166,O00904,D091,V017,H04,2024-05-25 20:26:00,2024-05-26 10:51:28,Failed,24.07,0,0,2.08,13.51,C0618,Passenger,2024-05-25 20:04:00,4,Airport,Airport,Low,95.34,App,0,95.34,64,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-09-01 12:58:00,68.4,72.1,Phone,Active,Riverside,FullTime,12,68.0,4.46,Night,1,Hybrid,Riverside,2024-04-23 12:54:00,82.4,169703,InRepair,v2.2,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00167,O00932,D116,V069,H08,2024-10-01 07:37:00,2024-10-01 19:14:50,Failed,19.44,0,0,2.56,13.3,C0221,Parcel,2024-10-01 04:59:00,2,Airport,West,Medium,51.33,Phone,0,51.33,53,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-10-02 14:00:00,50.2,48.4,App,Active,Central,FullTime,4,58.2,4.19,Morning,1,Hybrid,Central,2025-07-20 18:17:00,71.4,187158,Active,v2.1,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00168,O00126,D100,V066,H01,2024-05-26 09:29:00,2024-05-27 03:28:20,Delayed,30.51,2,0,4.3,18.34,C0146,Parcel,2024-05-26 09:04:00,12,Airport,South,Medium,55.22,Web,0,55.22,20,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-02-13 03:32:00,99.0,21.7,App,Active,Central,FullTime,4,62.0,4.31,Flexible,1,Hybrid,North,2024-04-10 18:00:00,77.7,98535,Scheduled,v2.2,North Exchange,North,Dispatch,82,1.0,1.0,0.0,0.0
DL00169,O00996,D037,V115,H07,2025-04-26 07:29:00,2025-04-26 07:46:10,OnTime,10.5,2,0,4.08,10.38,C0238,Passenger,2025-04-26 06:19:00,4,Central,East,High,52.53,App,1,52.53,56,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-06-02 09:46:00,65.0,18.7,App,Active,North,PartTime,7,63.9,4.67,Morning,1,Diesel,South,2024-05-10 17:28:00,57.9,85919,Active,v2.2,Riverside Hub,Riverside,Warehouse,66,0.0,0.0,1.0,1.0
DL00170,O00363,D020,V093,H04,2025-06-04 03:57:00,2025-06-04 05:40:45,OnTime,10.59,0,0,4.07,10.74,C0230,Passenger,2025-06-04 01:26:00,4,Riverside,South,High,35.91,App,1,35.91,70,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-09-27 02:09:00,62.2,59.9,Web,Active,East,FullTime,6,75.2,4.61,Evening,1,CargoVan,Central,2025-03-04 19:16:00,69.2,119136,Scheduled,v2.0,West Gate,West,Dispatch,69,0.0,0.0,1.0,1.0
DL00171,O01055,D096,V085,H07,2025-08-13 19:47:00,2025-08-13 23:52:05,OnTime,23.42,1,0,4.35,13.6,C0621,Parcel,2025-08-13 17:22:00,6,North,South,Medium,33.59,Web,0,33.59,78,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-06-27 22:00:00,55.3,63.1,App,Active,Ctr,FullTime,4,56.4,4.03,Morning,1,CargoVan,South,2025-09-30 12:01:00,87.3,145652,Active,v2.1,Riverside Hub,Riverside,Warehouse,66,0.0,0.0,0.0,0.0
DL00172,O00127,D132,V106,H06,2025-11-08 04:29:00,2025-11-08 16:24:08,Delayed,13.58,2,1,4.36,11.2,C0572,Parcel,2025-11-08 01:32:00,2,East,North,Medium,171.31,App,0,171.31,66,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Enterprise,2024-12-31 17:14:00,47.4,45.6,App,Active,South,Contract,8,77.6,4.2,Evening,1,CargoVan,North,2024-05-06 13:52:00,74.9,93084,Active,v2.1,Airport Hub,Airport,Dispatch,71,0.0,0.0,0.0,0.0
DL00173,O00459,D131,V026,H08,2025-11-28 08:52:00,2025-11-29 15:17:47,Delayed,15.37,0,0,3.88,6.1,C0478,Retail,2025-11-28 06:45:00,24,South,South,Low,203.99,App,0,203.99,43,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-02-22 09:47:00,43.6,52.4,App,Active,South,FullTime,9,86.7,4.26,Night,0,CargoVan,Riverside,2024-11-07 04:27:00,78.7,200276,InRepair,v2.2,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00174,O00162,D020,V066,H07,2025-12-14 04:21:00,2025-12-14 14:45:39,OnTime,9.9,2,0,4.18,9.86,C0476,Business,2025-12-14 03:47:00,12,South,Ctr,Medium,139.13,App,0,139.13,59,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-10-04 13:18:00,66.0,69.6,App,Active,East,FullTime,6,75.2,4.61,Evening,1,Hybrid,North,2024-04-10 18:00:00,77.7,98535,Scheduled,v2.2,Riverside Hub,Riverside,Warehouse,66,0.0,0.0,0.0,0.0
DL00175,O00583,D036,V118,H03,2025-04-17 21:40:00,2025-04-18 00:57:45,OnTime,15.62,1,0,3.93,9.26,C0469,Retail,2025-04-17 18:58:00,6,South,Riverside,Medium,89.45,Web,1,89.45,20,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-11-15 02:13:00,59.6,60.5,App,Active,Airport,PartTime,9,79.3,4.69,Morning,1,Diesel,Riverside,2025-02-18 12:40:00,78.0,145165,Active,v2.1,East Dock,East,Warehouse,74,0.0,0.0,1.0,1.0
DL00176,O01200,D061,V116,H05,2024-02-23 08:31:00,2024-02-23 13:20:44,OnTime,16.02,0,0,4.36,16.67,C0433,Passenger,2024-02-23 06:55:00,6,Riverside,Riverside,Low,68.78,Web,0,68.78,27,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Enterprise,2025-10-01 02:13:00,95.3,34.9,Phone,Active,Riverside,Contract,8,85.9,4.38,Evening,1,Diesel,East,2025-04-23 07:10:00,62.7,71822,Active,v2.1,Central Core,Central,Control,88,0.0,0.0,0.0,0.0
DL00177,O00164,D123,V045,H01,2024-03-23 14:11:00,2024-03-24 11:34:32,OnTime,8.31,0,0,4.85,9.58,C0622,Parcel,2024-03-23 13:43:00,24,South,Ctr,Low,211.8,App,0,211.8,22,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-01-28 13:46:00,54.2,26.8,Phone,Dormant,Riverside,FullTime,3,93.5,4.12,Flexible,1,EV,East,2025-08-10 04:56:00,88.0,190688,Active,v2.2,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00178,O01166,D024,V052,H05,2025-09-22 12:46:00,2025-09-22 22:06:17,Failed,13.01,2,1,3.36,6.79,C0053,Parcel,2025-09-22 10:20:00,4,West,North,Medium,57.89,Web,1,57.89,22,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-03-16 17:17:00,45.7,75.9,Phone,Active,Riverside,PartTime,8,71.4,3.35,Evening,1,Hybrid,Riverside,2024-11-14 16:11:00,95.4,182486,Active,v1.9,Central Core,Central,Control,88,0.0,0.0,0.0,0.0
DL00179,O00493,D016,V094,H08,2024-05-20 04:07:00,2024-05-20 19:35:01,Delayed,9.15,1,0,2.32,12.14,C0370,Parcel,2024-05-20 02:52:00,6,East,North,Critical,55.91,Web,0,55.91,18,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Enterprise,2024-08-21 21:27:00,64.6,35.6,App,Active,Airport,FullTime,6,81.9,4.31,Evening,1,CargoVan,Central,2025-05-22 02:15:00,65.9,159262,Scheduled,v1.9,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00180,O00137,D135,V054,H08,2025-03-14 19:37:00,2025-03-15 06:15:52,OnTime,19.65,0,0,4.25,14.94,C0295,Parcel,2025-03-14 17:58:00,12,East,South,High,81.5,App,0,81.5,77,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-12-12 12:07:00,35.3,68.0,App,Active,Riverside,PartTime,2,70.3,4.4,Flexible,1,Hybrid,North,2024-10-28 22:21:00,76.7,90558,Scheduled,v2.2,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00181,O00450,D073,V014,H02,2024-08-25 23:47:00,2024-08-25 23:58:42,OnTime,12.74,1,0,5.0,14.37,C0527,Retail,2024-08-25 23:12:00,2,Riverside,Riverside,Low,31.33,App,0,31.33,73,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-02-11 20:08:00,86.2,89.5,Web,Active,East,FullTime,11,76.9,4.58,Evening,1,EV,Airport,2025-05-24 12:36:00,100.0,206339,Scheduled,v2.0,South Link,South,Dispatch,78,0.0,0.0,1.0,1.0
DL00182,O00096,D071,V102,H04,2024-07-13 18:06:00,2024-07-13 18:46:16,OnTime,7.62,0,0,4.64,14.41,C0441,Business,2024-07-13 17:20:00,2,North,West,Critical,153.48,Web,0,153.48,42,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-10-13 18:17:00,66.3,66.0,Phone,Active,Central,PartTime,12,56.7,4.49,Evening,1,EV,West,2024-10-24 12:35:00,77.0,198326,Active,v2.0,West Gate,West,Dispatch,69,0.0,0.0,0.0,0.0
DL00183,O00808,D049,V065,H05,2024-09-06 07:26:00,2024-09-06 12:08:53,OnTime,15.14,0,0,4.23,13.23,C0598,Passenger,2024-09-06 06:57:00,4,Riverside,West,High,79.62,App,0,79.62,28,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-10-02 01:56:00,66.7,68.2,App,Active,Central,Contract,14,41.4,4.0,Morning,1,EV,West,2024-01-05 09:25:00,84.3,217057,Active,v2.1,Central Core,Central,Control,88,0.0,0.0,0.0,0.0
DL00184,O01005,D023,V096,H07,2025-05-01 19:42:00,2025-05-03 02:37:43,Failed,13.78,0,0,2.96,13.86,C0104,Business,2025-05-01 17:35:00,12,Riverside,South,High,127.67,App,0,127.67,39,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-12-23 11:05:00,66.2,28.6,App,Active,East,FullTime,11,79.1,4.16,Night,1,CargoVan,East,2025-08-21 07:26:00,85.1,193315,InRepair,v2.0,Riverside Hub,Riverside,Warehouse,66,1.0,1.0,0.0,0.0
DL00185,O01217,D008,V065,H01,2024-01-26 00:13:00,2024-01-26 11:26:56,OnTime,15.39,3,0,4.76,13.61,C0263,Passenger,2024-01-25 22:08:00,12,Central,South,High,121.06,Phone,0,121.06,73,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-02-17 19:40:00,59.6,55.8,App,Active,South,FullTime,9,84.1,3.88,Morning,1,EV,West,2024-01-05 09:25:00,84.3,217057,Active,v2.1,North Exchange,North,Dispatch,82,0.0,0.0,0.0,0.0
DL00186,O00798,D006,V081,H06,2024-01-14 04:23:00,2024-01-14 07:07:14,OnTime,14.26,1,0,4.91,4.79,C0547,Retail,2024-01-14 03:13:00,4,South,North,Low,55.01,App,0,55.01,55,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-12-01 12:10:00,34.3,33.0,Web,Active,Central,FullTime,8,78.8,4.38,Flexible,1,EV,West,2024-12-28 08:10:00,86.6,165481,Active,v2.2,Airport Hub,Airport,Dispatch,71,0.0,0.0,1.0,1.0
DL00187,O00439,D111,V069,H05,2024-03-05 22:08:00,2024-03-06 15:17:27,Failed,17.61,1,0,1.53,16.92,C0577,Medical,2024-03-05 21:13:00,1,North,Ctr,High,53.87,Web,0,53.87,56,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-01-15 07:45:00,68.6,72.9,App,Active,Airport,FullTime,15,79.2,4.12,Night,1,Hybrid,Central,2025-07-20 18:17:00,71.4,187158,Active,v2.1,Central Core,Central,Control,88,0.0,0.0,1.0,1.0
DL00188,O00739,D008,V075,H08,2025-04-13 23:14:00,2025-04-14 09:05:27,OnTime,5.37,0,0,5.0,5.73,C0144,Passenger,2025-04-13 20:48:00,12,South,North,Low,76.04,Phone,0,76.04,54,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-04-18 17:03:00,58.4,66.6,Phone,Active,South,FullTime,9,84.1,3.88,Morning,1,Diesel,West,2024-04-12 02:10:00,85.5,32441,InRepair,v2.1,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00189,O01227,D011,V118,H06,2024-11-05 11:52:00,2024-11-05 18:23:23,Failed,14.51,1,0,2.43,12.83,C0282,Medical,2024-11-05 10:32:00,2,Ctr,North,High,95.27,Phone,0,95.27,29,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-04-02 04:47:00,71.4,75.6,Web,Active,East,FullTime,3,89.4,3.85,Night,1,Diesel,Riverside,2025-02-18 12:40:00,78.0,145165,Active,v2.1,Airport Hub,Airport,Dispatch,71,1.0,1.0,1.0,1.0
DL00190,O00875,D039,V003,H07,2025-10-31 23:21:00,2025-11-01 08:44:27,OnTime,2.25,0,0,4.79,7.74,C0027,Business,2025-10-31 20:59:00,12,North,East,High,64.89,Web,0,64.89,53,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-09-06 02:36:00,66.0,60.7,Web,Dormant,Airport,Contract,7,86.1,4.06,Evening,1,CargoVan,North,2025-11-24 23:59:00,91.7,219359,Active,v2.1,Riverside Hub,Riverside,Warehouse,66,0.0,0.0,1.0,1.0
DL00191,O00755,D161,V006,H08,2025-08-21 05:02:00,2025-08-21 12:04:57,OnTime,13.55,0,0,3.48,21.6,C0014,Passenger,2025-08-21 03:25:00,6,South,South,High,25.11,App,0,25.11,62,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-05-16 09:26:00,94.1,81.0,App,Active,North,FullTime,1,84.7,4.02,Evening,1,EV,Central,2025-11-22 06:39:00,78.6,141381,Active,v2.1,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00192,O00118,D095,V112,H04,2025-08-18 22:16:00,2025-08-19 03:23:10,OnTime,14.13,0,0,4.64,16.49,C0087,Retail,2025-08-18 20:05:00,6,South,South,Medium,74.68,App,0,74.68,49,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-06-24 11:09:00,46.8,42.7,App,Active,West,FullTime,12,99.0,3.15,Night,1,EV,South,2024-06-08 07:45:00,94.1,19121,InRepair,v2.1,West Gate,West,Dispatch,69,0.0,0.0,1.0,1.0
DL00193,O00032,D017,V013,H08,2025-09-16 00:28:00,2025-09-16 00:28:00,OnTime,14.01,4,0,3.54,9.08,C0297,Passenger,2025-09-15 23:14:00,1,Central,East,Medium,126.43,App,1,126.43,72,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-10-23 08:23:00,42.6,80.8,Partner API,Active,East,PartTime,1,75.2,4.34,Morning,1,CargoVan,West,2025-07-17 18:07:00,68.3,153106,Scheduled,v2.0,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00194,O00422,D053,V110,H01,2025-08-07 09:57:00,2025-08-07 22:44:40,Delayed,8.77,2,0,2.58,9.97,C0034,Passenger,2025-08-07 08:03:00,6,Central,West,Medium,15.05,App,0,15.05,39,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Enterprise,2025-11-15 02:48:00,64.2,71.9,App,Active,West,FullTime,5,83.3,3.8,Morning,1,EV,East,2025-03-22 01:17:00,85.1,63717,Active,v2.1,North Exchange,North,Dispatch,82,0.0,0.0,1.0,1.0
DL00195,O00462,D162,V028,H06,2025-03-03 20:56:00,2025-03-04 07:39:20,Delayed,13.0,1,0,1.04,10.71,C0381,Parcel,2025-03-03 18:08:00,6,Riverside,East,Medium,55.77,App,0,55.77,55,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-05-22 19:11:00,74.4,44.3,App,Active,Riverside,Contract,11,69.0,4.62,Night,1,EV,East,2024-08-25 02:52:00,75.4,149698,Active,v2.0,Airport Hub,Airport,Dispatch,71,0.0,0.0,0.0,0.0
DL00196,O00469,D111,V009,H08,2024-09-19 00:27:00,2024-09-19 00:29:59,OnTime,13.83,1,0,3.85,12.41,C0186,Parcel,2024-09-18 21:54:00,4,East,East,Low,92.55,App,0,92.55,56,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-03-15 08:01:00,57.5,57.8,Phone,Dormant,Airport,FullTime,15,79.2,4.12,Night,1,CargoVan,South,2025-05-01 08:50:00,68.8,156687,Active,v2.1,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00197,O00478,D163,V053,H02,2025-04-21 00:07:00,2025-04-21 01:03:50,OnTime,11.17,0,0,5.0,2.84,C0521,Medical,2025-04-20 21:31:00,2,West,South,Critical,160.09,App,0,160.09,47,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-09-25 14:53:00,62.3,59.6,Phone,Active,Riverside,FullTime,11,78.2,4.5,Morning,0,CargoVan,West,2024-04-23 20:57:00,73.7,122638,Scheduled,v2.0,South Link,South,Dispatch,78,0.0,0.0,0.0,0.0
DL00198,O00465,D156,V111,H04,2024-12-08 07:33:00,2024-12-08 12:46:07,Delayed,8.01,0,0,3.38,10.98,C0149,Medical,2024-12-08 06:33:00,2,East,North,Low,20.53,App,0,20.53,63,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-09-19 16:38:00,58.7,100.0,App,Active,South,FullTime,14,84.5,3.62,Evening,1,EV,West,2025-11-11 00:21:00,66.3,208147,Active,v2.1,West Gate,West,Dispatch,69,0.0,0.0,1.0,1.0
DL00199,O00821,D086,V088,H05,2025-01-25 03:15:00,2025-01-25 08:28:34,OnTime,24.31,1,0,4.36,18.49,C0266,Parcel,2025-01-25 02:44:00,6,Central,South,Medium,78.86,Phone,0,78.86,47,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-09-17 20:47:00,59.0,51.2,App,Active,North,PartTime,14,70.6,5.0,Flexible,1,Diesel,North,2024-02-14 14:03:00,80.3,50427,InRepair,v2.1,Central Core,Central,Control,88,0.0,0.0,0.0,0.0
DL00200,O00406,D160,V106,H06,2025-01-05 13:23:00,2025-01-05 14:10:14,OnTime,31.46,2,0,4.38,16.38,C0631,Retail,2025-01-05 13:07:00,2,Airport,Riverside,Critical,59.17,App,0,59.17,44,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-02-12 04:44:00,65.8,81.4,Web,Active,East,FullTime,12,72.8,4.48,Morning,1,CargoVan,North,2024-05-06 13:52:00,74.9,93084,Active,v2.1,Airport Hub,Airport,Dispatch,71,1.0,2.0,0.0,0.0
DL00201,O00008,D036,V041,H03,2024-04-03 20:22:00,2024-04-03 20:46:56,OnTime,14.08,0,0,5.0,12.87,C0157,Parcel,2024-04-03 17:54:00,4,Riverside,Riverside,Medium,35.06,Phone,0,35.06,50,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2025-03-28 10:04:00,67.9,46.8,App,Active,Airport,PartTime,9,79.3,4.69,Morning,1,EV,East,2024-01-11 21:04:00,78.4,88129,Active,v2.2,East Dock,East,Warehouse,74,1.0,1.0,0.0,0.0
DL00202,O01057,D028,V054,H06,2025-03-23 12:38:00,2025-03-23 18:02:58,Delayed,19.31,2,0,3.67,17.41,C0579,Passenger,2025-03-23 10:11:00,4,Airport,North,Medium,50.3,App,0,50.3,61,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-03-06 20:09:00,82.4,85.3,App,Active,North,FullTime,11,83.0,4.07,Flexible,1,Hybrid,North,2024-10-28 22:21:00,76.7,90558,Scheduled,v2.2,Airport Hub,Airport,Dispatch,71,0.0,0.0,0.0,0.0
DL00203,O00901,D107,V086,H08,2025-12-08 09:18:00,2025-12-08 16:36:10,Delayed,9.36,2,0,4.52,7.69,C0222,Retail,2025-12-08 06:41:00,2,Central,Airport,Critical,136.84,Phone,0,136.84,36,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,SME,2024-09-26 11:21:00,42.2,71.4,Web,Active,Riverside,FullTime,14,57.0,4.82,Flexible,1,EV,Central,2024-02-25 07:56:00,82.8,42307,Scheduled,v2.2,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
DL00204,O00025,D108,V062,H08,2025-01-10 22:15:00,2025-01-11 05:19:27,OnTime,11.32,1,0,4.64,15.67,C0297,Passenger,2025-01-10 21:51:00,6,North,Riverside,Critical,66.51,App,0,66.51,72,<bound method StringMethods.title of <pandas.core.strings.accessor.StringMethods object at 0x78bc363edd60>>,Consumer,2024-10-23 08:23:00,42.6,80.8,Partner API,Active,South,FullTime,10,70.6,4.33,Morning,1,Hybrid,North,2024-02-13 22:26:00,89.9,113343,Active,v2.0,Midtown Relay,Central,Charging,63,0.0,0.0,0.0,0.0
