delivery_id,order_id_x,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,order_vlaue,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,base_zone,employment_type,years_experience,training_score,driver_rating,shift_preference,active_flag,vehicle_type,assigned_zone,commission_date,battery_health_pct,odometer_km,maintenance_status,telematics_version,hub_name,zone,hub_type,capacity_score,complaint_id,order_id_y,complaint_type,channel,severity_x,created_at,status,resolution_days,compensation_amount,incident_id,incident_type,reported_at,severity_y,resolution_status,resolved_hours,delay_minutes,risk_score
DL00150,O01164,D083,V042,H07,2025-06-09 18:46:00,2025-06-10 07:04:10,Delayed,10.43,0,0,2.83,10.61,C0530,Parcel,2025-06-09 15:52:00,4,Riverside,West,High,197.5,App,0,197.5,28,West,SME,2025-05-31 12:41:00,55.9,35.1,Partner API,Active,North,FullTime,12,80.8,4.16,Flexible,1,EV,East,2025-06-21 07:06:00,80.5,215870,InRepair,v1.9,Riverside Hub,Riverside,Warehouse,66,,,,,,,,,,,,,,,,738.1666666666666,0.19817314821917106
DL00151,O00376,D131,V048,H03,2025-01-21 09:34:00,2025-01-21 19:14:52,OnTime,12.77,1,0,4.77,10.12,C0286,Passenger,2025-01-21 07:52:00,12,North,West,Critical,33.38,API,0,33.38,59,East,Consumer,2024-04-25 22:23:00,87.7,51.5,Web,Active,SOUTH,FullTime,9,86.7,4.26,Night,0,Diesel,Central,2025-10-01 18:21:00,76.1,87659,Active,v2.1,East Dock,East,Warehouse,74,,,,,,,,,,,,,,,,580.8666666666667,0.15594334074812713
DL00152,O00146,D121,V047,H01,2025-10-10 01:22:00,2025-10-10 13:11:11,OnTime,3.02,0,0,4.71,8.34,C0168,Passenger,2025-10-10 00:54:00,12,East,South,Medium,14.05,Web,0,14.05,70,RiverSide,Consumer,2025-02-17 10:26:00,54.3,69.4,Web,Active,RiverSide,Contract,3,75.2,4.97,Morning,1,EV,Ctr,2025-02-15 14:49:00,93.7,134347,Scheduled,v2.2,North Exchange,North,Dispatch,82,CP0201,O00485,Delay,Chatbot,Medium,2024-12-01 01:17:00,Resolved,13.0,24.03,,,,,,,709.1833333333333,0.3903920891820715
DL00153,O00893,D115,V007,H01,2024-08-05 08:55:00,2024-08-06 02:10:16,Failed,12.85,1,0,3.96,15.21,C0391,Business,2024-08-05 06:18:00,2,South,SOUTH,High,33.29,Phone,0,33.29,64,West,Consumer,2024-06-18 10:12:00,84.1,81.3,App,Active,South,FullTime,11,69.5,4.77,Morning,1,Diesel,AIRPORT,2025-09-17 08:52:00,68.6,78468,Active,v2.2,North Exchange,North,Dispatch,82,CP0186,O00817,Delay,App,Medium,2026-01-02 07:45:00,AwaitingCustomer,13.0,13.55,I0269,RouteDeviation,2024-08-05 11:52:00,Low,Closed,23.3,1035.2666666666667,0.5779345964051034
DL00154,O00071,D018,V110,H08,2024-09-01 00:47:00,2024-09-01 02:07:26,Failed,7.04,1,0,4.2,5.23,C0109,Medical,2024-08-31 22:15:00,1,North,SOUTH,Low,157.58,Phone,0,157.58,78,North,Consumer,2025-10-30 11:51:00,52.7,25.4,App,Dormant,WEST,PartTime,14,73.8,4.57,Flexible,1,EV,East,2025-03-22 01:17:00,85.1,63717,Active,v2.1,Midtown Relay,Central,Charging,63,CP0275,O00071,MissedPickup,App,Medium,2024-09-03 22:15:00,AwaitingCustomer,10.0,18.13,,,,,,,80.43333333333334,0.2215936693001969
DL00155,O00061,D048,V052,H02,2024-07-12 03:31:00,2024-07-12 08:43:58,OnTime,24.74,1,0,4.46,18.46,C0289,Passenger,2024-07-12 01:44:00,6,Airport,north,High,238.9,Web,1,238.9,19,North,SME,2024-06-11 00:31:00,75.8,77.3,App,Active,East,FullTime,7,76.3,3.45,Flexible,1,Hybrid,Riverside,2024-11-14 16:11:00,95.4,182486,Active,v1.9,South Link,South,Dispatch,78,,,,,,,,,,,,,,,,312.96666666666664,0.08402111937818003
DL00156,O01086,D100,V085,H08,2024-03-05 21:40:00,2024-03-06 10:03:18,Delayed,31.74,2,0,2.18,17.62,C0276,Passenger,2024-03-05 19:03:00,4,Airport,South,Low,140.6,Phone,0,140.6,47,South,Consumer,2024-11-15 02:59:00,66.9,76.6,App,Active,CENTRAL,FullTime,4,62.0,4.31,Flexible,1,CargoVan,SOUTH,2025-09-30 12:01:00,87.3,145652,Active,v2.1,Midtown Relay,Central,Charging,63,,,,,,,,,,,,,,,,743.3,0.19955127713431
DL00157,O01089,D144,V040,H06,2025-05-18 05:27:00,2025-05-18 08:03:36,OnTime,12.43,2,0,5.0,13.52,C0035,Retail,2025-05-18 04:12:00,2,Riverside,NORTH,Low,7.74,Phone,0,7.74,22,East,Consumer,2025-07-25 18:50:00,46.7,85.5,App,Active,West,FullTime,6,85.0,3.83,Morning,1,EV,CENTRAL,2025-11-23 11:28:00,90.0,133770,Active,v2.0,Airport Hub,Airport,Dispatch,71,,,,,,,,,,,,,,,,156.6,0.042041880800797723
DL00158,O00643,D031,V072,H08,2025-04-10 19:05:00,2025-04-11 00:26:34,Delayed,29.34,3,0,3.8,15.45,C0349,Parcel,2025-04-10 18:51:00,1,Airport,RiverSide,Low,181.69,Web,1,181.69,24,West,Enterprise,2025-12-18 20:54:00,34.7,43.9,Phone,Active,NORTH,FullTime,10,91.5,4.03,Flexible,1,CargoVan,AIRPORT,2025-02-24 19:07:00,78.1,89109,InRepair,v2.1,Midtown Relay,Central,Charging,63,,,,,,,,,,,,,,,,321.56666666666666,0.08632993275549078
DL00159,O00213,D120,V020,H05,2024-12-05 20:07:00,2024-12-06 08:13:18,OnTime,11.73,0,0,5.0,21.25,C0512,Parcel,2024-12-05 18:29:00,12,West,RiverSide,Low,161.85,Phone,1,161.85,59,East,Consumer,2025-02-03 19:29:00,38.5,70.2,Web,Active,North,PartTime,3,76.9,3.72,Morning,1,Hybrid,Riverside,2024-10-26 11:25:00,82.3,187051,Scheduled,v2.1,Central Core,Central,Control,88,CP0040,O00300,Delay,Email,High,2024-04-11 00:39:00,Resolved,9.0,18.405,,,,,,,726.3,0.39498734371404465
DL00160,O00874,D108,V085,H04,2024-06-15 16:06:00,2024-06-15 21:00:31,OnTime,16.67,1,0,5.0,9.13,C0360,Parcel,2024-06-15 14:10:00,6,East,West,High,246.43,Phone,0,246.43,78,West,Consumer,2024-08-16 19:00:00,47.8,86.7,Phone,Active,South,FullTime,10,70.6,4.33,Morning,1,CargoVan,SOUTH,2025-09-30 12:01:00,87.3,145652,Active,v2.1,West Gate,West,Dispatch,69,,,,,,,,,,,,,,,,294.51666666666665,0.07906790928383318
DL00161,O00624,D055,V098,H01,2025-04-13 04:37:00,2025-04-14 05:10:40,OnTime,16.98,0,0,4.28,11.8,C0117,Passenger,2025-04-13 04:21:00,24,West,Ctr,Medium,25.82,Web,0,25.82,32,north,Consumer,2024-03-27 23:10:00,31.3,77.2,App,Active,Central,FullTime,15,90.5,5.0,Flexible,1,Diesel,WEST,2025-12-29 15:01:00,69.7,73011,Active,v2.1,North Exchange,North,Dispatch,82,,,,,,,,,,,,,,,,1473.6666666666667,0.39563038531359457
DL00162,O00854,D122,V071,H02,2024-09-01 04:30:00,2024-09-01 10:10:41,OnTime,25.94,0,0,4.84,11.4,C0343,Parcel,2024-09-01 03:05:00,4,Airport,AIRPORT,Low,90.75,Web,0,90.75,75,Central,Consumer,2025-04-29 18:31:00,58.3,71.3,Web,Active,South,FullTime,2,63.5,4.29,Morning,1,EV,West,2024-05-27 18:12:00,73.8,195310,Scheduled,v1.9,South Link,South,Dispatch,78,CP0246,O00307,DriverBehaviour,Email,Medium,2025-01-04 22:15:00,Resolved,3.0,15.88,,,,,,,340.68333333333334,0.2914621206310245
DL00163,O01007,D121,V056,H07,2024-09-24 08:50:00,2024-09-25 09:30:25,Delayed,9.31,0,0,2.51,8.76,C0556,Medical,2024-09-24 07:35:00,12,Riverside,RiverSide,Medium,46.92,App,0,46.92,20,East,Consumer,2025-01-03 10:48:00,48.9,65.5,Web,Dormant,RiverSide,Contract,3,75.2,4.97,Morning,1,EV,CENTRAL,2024-06-09 16:18:00,78.4,29849,Active,v2.2,Riverside Hub,Riverside,Warehouse,66,,,,,,,,,,,,,,,,1480.4166666666667,0.3974425353481118
DL00164,O00066,D045,V120,H03,2024-06-21 11:36:00,2024-06-21 14:46:30,OnTime,17.31,0,0,3.9,17.53,C0421,Passenger,2024-06-21 11:22:00,4,South,EAST,Low,237.58,App,0,237.58,34,CENTRAL,Consumer,2025-03-16 15:08:00,59.0,51.4,App,Active,NORTH,FullTime,2,59.6,4.12,Flexible,1,EV,CENTRAL,2025-05-02 16:13:00,73.6,192246,Active,v2.0,East Dock,East,Warehouse,74,CP0112,O00586,MissedPickup,App,High,2024-04-09 07:09:00,AwaitingCustomer,7.0,45.85,,,,,,,190.5,0.2511429009741505
DL00164,O00066,D045,V120,H03,2024-06-21 11:36:00,2024-06-21 14:46:30,OnTime,17.31,0,0,3.9,17.53,C0421,Passenger,2024-06-21 11:22:00,4,South,EAST,Low,237.58,App,0,237.58,34,CENTRAL,Consumer,2025-03-16 15:08:00,59.0,51.4,App,Active,NORTH,FullTime,2,59.6,4.12,Flexible,1,EV,CENTRAL,2025-05-02 16:13:00,73.6,192246,Active,v2.0,East Dock,East,Warehouse,74,CP0121,O00219,Billing,Phone,Medium,2024-06-05 23:42:00,Resolved,9.0,27.42,,,,,,,190.5,0.2511429009741505
DL00164,O00066,D045,V120,H03,2024-06-21 11:36:00,2024-06-21 14:46:30,OnTime,17.31,0,0,3.9,17.53,C0421,Passenger,2024-06-21 11:22:00,4,South,EAST,Low,237.58,App,0,237.58,34,CENTRAL,Consumer,2025-03-16 15:08:00,59.0,51.4,App,Active,NORTH,FullTime,2,59.6,4.12,Flexible,1,EV,CENTRAL,2025-05-02 16:13:00,73.6,192246,Active,v2.0,East Dock,East,Warehouse,74,CP0310,O00219,DriverBehaviour,Phone,High,2024-06-08 23:42:00,Resolved,13.0,45.71,,,,,,,190.5,0.2511429009741505
DL00165,O00852,D006,V022,H03,2025-07-13 18:06:00,2025-07-14 04:22:13,Delayed,8.64,0,1,4.55,2.5,C0599,Retail,2025-07-13 16:22:00,2,North,Riverside,Medium,126.8,Unknown,1,126.8,40,North,Consumer,2025-05-04 22:34:00,81.4,44.4,App,Active,CENTRAL,FullTime,8,78.8,4.38,Flexible,1,Hybrid,South,2025-01-28 20:20:00,89.6,44499,Scheduled,v2.1,East Dock,East,Warehouse,74,CP0045,O00421,DriverBehaviour,Email,Medium,2025-07-24 06:00:00,AwaitingCustomer,6.0,8.74,,,,,,,616.2166666666667,0.36543363759556136
DL00165,O00852,D006,V022,H03,2025-07-13 18:06:00,2025-07-14 04:22:13,Delayed,8.64,0,1,4.55,2.5,C0599,Retail,2025-07-13 16:22:00,2,North,Riverside,Medium,126.8,Unknown,1,126.8,40,North,Consumer,2025-05-04 22:34:00,81.4,44.4,App,Active,CENTRAL,FullTime,8,78.8,4.38,Flexible,1,Hybrid,South,2025-01-28 20:20:00,89.6,44499,Scheduled,v2.1,East Dock,East,Warehouse,74,CP0067,O00954,MissedPickup,App,Low,2024-07-22 02:17:00,Resolved,6.0,0.0,,,,,,,616.2166666666667,0.36543363759556136
DL00166,O00904,D091,V017,H04,2024-05-25 20:26:00,2024-05-26 10:51:28,Failed,24.07,0,0,2.08,13.51,C0618,Passenger,2024-05-25 20:04:00,4,Airport,Airport,Low,95.34,App,0,95.34,64,Airport,Consumer,2024-09-01 12:58:00,68.4,72.1,Phone,Active,Riverside,FullTime,12,68.0,4.46,Night,1,Hybrid,RiverSide,2024-04-23 12:54:00,82.4,169703,InRepair,v2.2,West Gate,West,Dispatch,69,CP0011,O00437,Delay,App,Medium,2025-09-29 06:54:00,Open,15.0,19.97,,,,,,,865.4666666666667,0.4323489555368055
DL00166,O00904,D091,V017,H04,2024-05-25 20:26:00,2024-05-26 10:51:28,Failed,24.07,0,0,2.08,13.51,C0618,Passenger,2024-05-25 20:04:00,4,Airport,Airport,Low,95.34,App,0,95.34,64,Airport,Consumer,2024-09-01 12:58:00,68.4,72.1,Phone,Active,Riverside,FullTime,12,68.0,4.46,Night,1,Hybrid,RiverSide,2024-04-23 12:54:00,82.4,169703,InRepair,v2.2,West Gate,West,Dispatch,69,CP0031,O00886,Billing,Phone,Medium,2024-12-11 11:04:00,Escalated,2.0,30.35,,,,,,,865.4666666666667,0.4323489555368055
DL00167,O00932,D116,V069,H08,2024-10-01 07:37:00,2024-10-01 19:14:50,Failed,19.44,0,0,2.56,13.3,C0221,Parcel,2024-10-01 04:59:00,2,Airport,West,Medium,51.33,Phone,0,51.33,53,EAST,Consumer,2024-10-02 14:00:00,50.2,48.4,App,Active,CENTRAL,FullTime,4,58.2,4.19,Morning,1,Hybrid,CENTRAL,2025-07-20 18:17:00,71.4,187158,Active,v2.1,Midtown Relay,Central,Charging,63,,,,,,,,,,,,,,,,697.8333333333334,0.18734499245736494
DL00168,O00126,D100,V066,H01,2024-05-26 09:29:00,2024-05-27 03:28:20,Delayed,30.51,2,0,4.3,18.34,C0146,Parcel,2024-05-26 09:04:00,12,Airport,South,Medium,55.22,Web,0,55.22,20,North,Consumer,2024-02-13 03:32:00,99.0,21.7,App,Active,CENTRAL,FullTime,4,62.0,4.31,Flexible,1,Hybrid,NORTH,2024-04-10 18:00:00,77.7,98535,Scheduled,v2.2,North Exchange,North,Dispatch,82,CP0041,O00744,MissedPickup,Chatbot,Medium,2025-04-27 03:30:00,Open,9.0,30.4,,,,,,,1079.3333333333333,0.48976502774155606
DL00168,O00126,D100,V066,H01,2024-05-26 09:29:00,2024-05-27 03:28:20,Delayed,30.51,2,0,4.3,18.34,C0146,Parcel,2024-05-26 09:04:00,12,Airport,South,Medium,55.22,Web,0,55.22,20,North,Consumer,2024-02-13 03:32:00,99.0,21.7,App,Active,CENTRAL,FullTime,4,62.0,4.31,Flexible,1,Hybrid,NORTH,2024-04-10 18:00:00,77.7,98535,Scheduled,v2.2,North Exchange,North,Dispatch,82,CP0049,O00126,DriverBehaviour,Email,Medium,2024-05-27 09:04:00,Resolved,4.0,19.76,,,,,,,1079.3333333333333,0.48976502774155606
DL00169,O00996,D037,V115,H07,2025-04-26 07:29:00,2025-04-26 07:46:10,OnTime,10.5,2,0,4.08,10.38,C0238,Passenger,2025-04-26 06:19:00,4,Central,EAST,High,52.53,App,1,52.53,56,WEST,Consumer,2024-06-02 09:46:00,65.0,18.7,App,Active,north,PartTime,7,63.9,4.67,Morning,1,Diesel,South,2024-05-10 17:28:00,57.9,85919,Active,v2.2,Riverside Hub,Riverside,Warehouse,66,,,,,,,,,,I0120,VehicleFault,2025-04-26 10:06:00,High,Closed,0.4,17.166666666666668,0.10460867786556212
DL00170,O00363,D020,V093,H04,2025-06-04 03:57:00,2025-06-04 05:40:45,OnTime,10.59,0,0,4.07,10.74,C0230,Passenger,2025-06-04 01:26:00,4,Riverside,South,High,35.91,App,1,35.91,70,AIRPORT,Consumer,2024-09-27 02:09:00,62.2,59.9,Web,Active,East,FullTime,6,75.2,4.61,Evening,1,CargoVan,Central,2025-03-04 19:16:00,69.2,119136,Scheduled,v2.0,West Gate,West,Dispatch,69,,,,,,,,,,I0201,RouteDeviation,2025-06-04 05:25:00,Medium,PendingVendor,8.2,103.75,0.12785341719720794
DL00171,O01055,D096,V085,H07,2025-08-13 19:47:00,2025-08-13 23:52:05,OnTime,23.42,1,0,4.35,13.6,C0621,Parcel,2025-08-13 17:22:00,6,North,South,Medium,33.59,Web,0,33.59,78,CENTRAL,Consumer,2025-06-27 22:00:00,55.3,63.1,App,Active,Ctr,FullTime,4,56.4,4.03,Morning,1,CargoVan,SOUTH,2025-09-30 12:01:00,87.3,145652,Active,v2.1,Riverside Hub,Riverside,Warehouse,66,CP0198,O00609,Delay,Phone,Medium,2024-09-17 07:15:00,Resolved,2.0,8.38,,,,,,,245.08333333333334,0.26579670680882617
DL00172,O00127,D132,V106,H06,2025-11-08 04:29:00,2025-11-08 16:24:08,Delayed,13.58,2,1,4.36,11.2,C0572,Parcel,2025-11-08 01:32:00,2,East,North,Medium,171.31,App,0,171.31,66,North,Enterprise,2024-12-31 17:14:00,47.4,45.6,App,Active,South,Contract,8,77.6,4.2,Evening,1,CargoVan,NORTH,2024-05-06 13:52:00,74.9,93084,Active,v2.1,Airport Hub,Airport,Dispatch,71,,,,,,,,,,,,,,,,715.1333333333333,0.1919894658791644
DL00173,O00459,D131,V026,H08,2025-11-28 08:52:00,2025-11-29 15:17:47,Delayed,15.37,0,0,3.88,6.1,C0478,Retail,2025-11-28 06:45:00,24,South,South,Low,203.99,App,0,203.99,43,north,Consumer,2024-02-22 09:47:00,43.6,52.4,App,Active,SOUTH,FullTime,9,86.7,4.26,Night,0,CargoVan,Riverside,2024-11-07 04:27:00,78.7,200276,InRepair,v2.2,Midtown Relay,Central,Charging,63,,,,,,,,,,,,,,,,1825.7833333333333,0.49016197489197405
DL00174,O00162,D020,V066,H07,2025-12-14 04:21:00,2025-12-14 14:45:39,OnTime,9.9,2,0,4.18,9.86,C0476,Business,2025-12-14 03:47:00,12,South,Ctr,Medium,139.13,App,0,139.13,59,NORTH,Consumer,2024-10-04 13:18:00,66.0,69.6,App,Active,East,FullTime,6,75.2,4.61,Evening,1,Hybrid,NORTH,2024-04-10 18:00:00,77.7,98535,Scheduled,v2.2,Riverside Hub,Riverside,Warehouse,66,CP0129,O00686,Delay,Phone,Medium,2025-01-13 12:20:00,Resolved,4.0,21.23,,,,,,,624.65,0.3676977065275754
DL00174,O00162,D020,V066,H07,2025-12-14 04:21:00,2025-12-14 14:45:39,OnTime,9.9,2,0,4.18,9.86,C0476,Business,2025-12-14 03:47:00,12,South,Ctr,Medium,139.13,App,0,139.13,59,NORTH,Consumer,2024-10-04 13:18:00,66.0,69.6,App,Active,East,FullTime,6,75.2,4.61,Evening,1,Hybrid,NORTH,2024-04-10 18:00:00,77.7,98535,Scheduled,v2.2,Riverside Hub,Riverside,Warehouse,66,CP0142,O00087,AppIssue,Chatbot,Low,2024-11-19 14:07:00,Resolved,3.0,8.27,,,,,,,624.65,0.3676977065275754
DL00175,O00583,D036,V118,H03,2025-04-17 21:40:00,2025-04-18 00:57:45,OnTime,15.62,1,0,3.93,9.26,C0469,Retail,2025-04-17 18:58:00,6,South,Riverside,Medium,89.45,Web,1,89.45,20,north,Consumer,2024-11-15 02:13:00,59.6,60.5,App,Active,Airport,PartTime,9,79.3,4.69,Morning,1,Diesel,Riverside,2025-02-18 12:40:00,78.0,145165,Active,v2.1,East Dock,East,Warehouse,74,CP0003,O00384,Delay,Chatbot,High,2024-01-02 15:47:00,Open,16.0,26.41,I0003,TemperatureIssue,2025-04-17 23:22:00,Medium,Open,22.0,197.75,0.3530892843445578
DL00176,O01200,D061,V116,H05,2024-02-23 08:31:00,2024-02-23 13:20:44,OnTime,16.02,0,0,4.36,16.67,C0433,Passenger,2024-02-23 06:55:00,6,Riverside,RiverSide,Low,68.78,Web,0,68.78,27,Ctr,Enterprise,2025-10-01 02:13:00,95.3,34.9,Phone,Active,RiverSide,Contract,8,85.9,4.38,Evening,1,Diesel,EAST,2025-04-23 07:10:00,62.7,71822,Active,v2.1,Central Core,Central,Control,88,,,,,,,,,,,,,,,,289.73333333333335,0.07778374370381734
DL00177,O00164,D123,V045,H01,2024-03-23 14:11:00,2024-03-24 11:34:32,OnTime,8.31,0,0,4.85,9.58,C0622,Parcel,2024-03-23 13:43:00,24,South,Ctr,Low,211.8,App,0,211.8,22,RiverSide,Consumer,2024-01-28 13:46:00,54.2,26.8,Phone,Dormant,RiverSide,FullTime,3,93.5,4.12,Flexible,1,EV,EAST,2025-08-10 04:56:00,88.0,190688,Active,v2.2,North Exchange,North,Dispatch,82,CP0085,O00190,Delay,Phone,Low,2025-01-05 06:44:00,Escalated,17.0,18.19,,,,,,,1283.5333333333333,0.544585922119097
DL00177,O00164,D123,V045,H01,2024-03-23 14:11:00,2024-03-24 11:34:32,OnTime,8.31,0,0,4.85,9.58,C0622,Parcel,2024-03-23 13:43:00,24,South,Ctr,Low,211.8,App,0,211.8,22,RiverSide,Consumer,2024-01-28 13:46:00,54.2,26.8,Phone,Dormant,RiverSide,FullTime,3,93.5,4.12,Flexible,1,EV,EAST,2025-08-10 04:56:00,88.0,190688,Active,v2.2,North Exchange,North,Dispatch,82,CP0274,O00190,SupportExperience,App,Medium,2025-01-01 06:44:00,AwaitingCustomer,7.0,0.0,,,,,,,1283.5333333333333,0.544585922119097
DL00178,O01166,D024,V052,H05,2025-09-22 12:46:00,2025-09-22 22:06:17,Failed,13.01,2,1,3.36,6.79,C0053,Parcel,2025-09-22 10:20:00,4,West,north,Medium,57.89,Web,1,57.89,22,CENTRAL,Consumer,2025-03-16 17:17:00,45.7,75.9,Phone,Active,RiverSide,PartTime,8,71.4,3.35,Evening,1,Hybrid,Riverside,2024-11-14 16:11:00,95.4,182486,Active,v1.9,Central Core,Central,Control,88,,,,,,,,,,,,,,,,560.2833333333333,0.15041740175398224
DL00179,O00493,D016,V094,H08,2024-05-20 04:07:00,2024-05-20 19:35:01,Delayed,9.15,1,0,2.32,12.14,C0370,Parcel,2024-05-20 02:52:00,6,East,north,Critical,55.91,Web,0,55.91,18,EAST,Enterprise,2024-08-21 21:27:00,64.6,35.6,App,Active,AIRPORT,FullTime,6,81.9,4.31,Evening,1,CargoVan,CENTRAL,2025-05-22 02:15:00,65.9,159262,Scheduled,v1.9,Midtown Relay,Central,Charging,63,,,,,,,,,,,,,,,,928.0166666666667,0.24914154585666431
DL00180,O00137,D135,V054,H08,2025-03-14 19:37:00,2025-03-15 06:15:52,OnTime,19.65,0,0,4.25,14.94,C0295,Parcel,2025-03-14 17:58:00,12,East,SOUTH,High,81.5,App,0,81.5,77,RiverSide,Consumer,2024-12-12 12:07:00,35.3,68.0,App,Active,Riverside,PartTime,2,70.3,4.4,Flexible,1,Hybrid,North,2024-10-28 22:21:00,76.7,90558,Scheduled,v2.2,Midtown Relay,Central,Charging,63,,,,,,,,,,,,,,,,638.8666666666667,0.17151440771138554
DL00181,O00450,D073,V014,H02,2024-08-25 23:47:00,2024-08-25 23:58:42,OnTime,12.74,1,0,5.0,14.37,C0527,Retail,2024-08-25 23:12:00,2,Riverside,RiverSide,Low,31.33,App,0,31.33,73,Central,Consumer,2024-02-11 20:08:00,86.2,89.5,Web,Active,East,FullTime,11,76.9,4.58,Evening,1,EV,AIRPORT,2025-05-24 12:36:00,100.0,206339,Scheduled,v2.0,South Link,South,Dispatch,78,,,,,,,,,,I0032,VehicleFault,2024-08-26 02:02:00,Low,Open,11.3,11.7,0.10314106005982972
DL00182,O00096,D071,V102,H04,2024-07-13 18:06:00,2024-07-13 18:46:16,OnTime,7.62,0,0,4.64,14.41,C0441,Business,2024-07-13 17:20:00,2,North,WEST,Critical,153.48,Web,0,153.48,42,SOUTH,Consumer,2024-10-13 18:17:00,66.3,66.0,Phone,Active,CENTRAL,PartTime,12,56.7,4.49,Evening,1,EV,West,2024-10-24 12:35:00,77.0,198326,Active,v2.0,West Gate,West,Dispatch,69,,,,,,,,,,,,,,,,40.266666666666666,0.010810257983687451
DL00183,O00808,D049,V065,H05,2024-09-06 07:26:00,2024-09-06 12:08:53,OnTime,15.14,0,0,4.23,13.23,C0598,Passenger,2024-09-06 06:57:00,4,Riverside,West,High,79.62,App,0,79.62,28,North,Consumer,2025-10-02 01:56:00,66.7,68.2,App,Active,CENTRAL,Contract,14,41.4,4.0,Morning,1,EV,West,2024-01-05 09:25:00,84.3,217057,Active,v2.1,Central Core,Central,Control,88,,,,,,,,,,,,,,,,282.8833333333333,0.07594474700212216
DL00184,O01005,D023,V096,H07,2025-05-01 19:42:00,2025-05-03 02:37:43,Failed,13.78,0,0,2.96,13.86,C0104,Business,2025-05-01 17:35:00,12,Riverside,SOUTH,High,127.67,App,0,127.67,39,East,Consumer,2024-12-23 11:05:00,66.2,28.6,App,Active,EAST,FullTime,11,79.1,4.16,Night,1,CargoVan,East,2025-08-21 07:26:00,85.1,193315,InRepair,v2.0,Riverside Hub,Riverside,Warehouse,66,CP0205,O01005,MissedPickup,App,Medium,2025-05-11 17:35:00,AwaitingCustomer,5.0,20.67,,,,,,,1855.7166666666667,0.6981980772672649
DL00185,O01217,D008,V065,H01,2024-01-26 00:13:00,2024-01-26 11:26:56,OnTime,15.39,3,0,4.76,13.61,C0263,Passenger,2024-01-25 22:08:00,12,Central,SOUTH,High,121.06,Phone,0,121.06,73,North,Consumer,2024-02-17 19:40:00,59.6,55.8,App,Active,SOUTH,FullTime,9,84.1,3.88,Morning,1,EV,West,2024-01-05 09:25:00,84.3,217057,Active,v2.1,North Exchange,North,Dispatch,82,,,,,,,,,,,,,,,,673.9333333333333,0.18092863900181533
DL00186,O00798,D006,V081,H06,2024-01-14 04:23:00,2024-01-14 07:07:14,OnTime,14.26,1,0,4.91,4.79,C0547,Retail,2024-01-14 03:13:00,4,South,NORTH,Low,55.01,App,0,55.01,55,Riverside,SME,2024-12-01 12:10:00,34.3,33.0,Web,Active,CENTRAL,FullTime,8,78.8,4.38,Flexible,1,EV,West,2024-12-28 08:10:00,86.6,165481,Active,v2.2,Airport Hub,Airport,Dispatch,71,,,,,,,,,,I0021,SafetyNearMiss,2024-01-14 06:44:00,Medium,Escalated,4.8,164.23333333333332,0.1440911763953875
DL00187,O00439,D111,V069,H05,2024-03-05 22:08:00,2024-03-06 15:17:27,Failed,17.61,1,0,1.53,16.92,C0577,Medical,2024-03-05 21:13:00,1,North,Ctr,High,53.87,Web,0,53.87,56,North,Consumer,2024-01-15 07:45:00,68.6,72.9,App,Active,Airport,FullTime,15,79.2,4.12,Night,1,Hybrid,CENTRAL,2025-07-20 18:17:00,71.4,187158,Active,v2.1,Central Core,Central,Control,88,,,,,,,,,,I0079,ProofMissing,2024-03-05 23:18:00,High,Open,1.1,1029.45,0.37637301526424793
DL00188,O00739,D008,V075,H08,2025-04-13 23:14:00,2025-04-14 09:05:27,OnTime,5.37,0,0,5.0,5.73,C0144,Passenger,2025-04-13 20:48:00,12,South,NORTH,Low,76.04,Phone,0,76.04,54,SOUTH,Consumer,2024-04-18 17:03:00,58.4,66.6,Phone,Active,SOUTH,FullTime,9,84.1,3.88,Morning,1,Diesel,WEST,2024-04-12 02:10:00,85.5,32441,InRepair,v2.1,Midtown Relay,Central,Charging,63,,,,,,,,,,,,,,,,591.45,0.1587846130244688
DL00189,O01227,D011,V118,H06,2024-11-05 11:52:00,2024-11-05 18:23:23,Failed,14.51,1,0,2.43,12.83,C0282,Medical,2024-11-05 10:32:00,2,Ctr,north,High,95.27,Phone,0,95.27,29,RiverSide,Consumer,2024-04-02 04:47:00,71.4,75.6,Web,Active,East,FullTime,3,89.4,3.85,Night,1,Diesel,Riverside,2025-02-18 12:40:00,78.0,145165,Active,v2.1,Airport Hub,Airport,Dispatch,71,CP0036,O00751,Delay,App,Medium,2024-07-08 00:51:00,AwaitingCustomer,2.0,42.3,I0241,CustomerNoShow,2024-11-05 13:46:00,High,Escalated,21.0,391.3833333333333,0.40507338089028666
